Fold	Label	Score_0	Score
3	0	0.995154323	0.004845677
3	0	0.26677184	0.73322816
3	0	0.715076248	0.284923752
3	0	0.999761174	0.000238826
3	0	0.34887603	0.65112397
3	0	0.966308856	0.033691144
4	0	0.133971691	0.866028309
4	0	0.975178482	0.024821518
4	0	0.998103362	0.001896638
4	0	0.075405058	0.924594942
4	0	0.993130832	0.006869168
4	0	0.999179515	0.000820485
4	0	0.16568854	0.83431146
4	0	0.914110794	0.085889206
4	0	0.936493991	0.063506009
4	0	0.999711002	0.000288998
4	0	0.859807257	0.140192743
4	0	0.998218938	0.001781062
4	0	0.954169397	0.045830603
4	0	0.999156483	0.000843517
4	0	0.999158708	0.000841292
4	0	0.760978378	0.239021622
4	0	0.56067807	0.43932193
4	0	0.992268933	0.007731067
4	0	0.996150888	0.003849112
4	0	0.229072814	0.770927186
4	0	0.226311909	0.773688091
4	0	0.570095993	0.429904007
4	0	0.989132693	0.010867307
4	0	0.07555917	0.92444083
4	0	0.665547191	0.334452809
4	0	0.616252285	0.383747715
4	0	0.869344112	0.130655888
4	0	0.6641923	0.3358077
4	0	0.968294969	0.031705031
4	0	0.331334678	0.668665322
4	0	0.98749536	0.01250464
4	0	0.404825744	0.595174256
4	0	0.948429603	0.051570397
4	0	0.998085468	0.001914532
4	0	0.996576869	0.003423131
4	0	0.056473774	0.943526226
4	0	0.999553635	0.000446365
4	0	0.82354886	0.17645114
4	0	0.998350389	0.001649611
4	0	0.975154895	0.024845105
4	0	0.821549154	0.178450846
4	0	0.110644107	0.889355893
4	0	0.994503197	0.005496803
0	1	0.020163966	0.979836034
0	1	0.002220248	0.997779752
0	1	0.015123042	0.984876958
0	1	0.001155253	0.998844747
0	1	0.581415162	0.418584838
0	1	0.014361963	0.985638037
0	1	0.15550282	0.84449718
0	1	0.208828806	0.791171194
0	1	0.366473426	0.633526574
0	1	0.001213953	0.998786047
0	1	0.013925092	0.986074908
0	1	0.128676559	0.871323441
0	1	0.023267699	0.976732301
0	1	0.13558502	0.86441498
0	1	0.017863426	0.982136574
0	1	0.009530338	0.990469662
0	1	0.34244169	0.65755831
0	1	0.000711582	0.999288418
0	1	0.002195127	0.997804873
0	1	0.027865386	0.972134614
0	1	0.989890855	0.010109145
0	1	0.997782931	0.002217069
0	1	0.007135446	0.992864554
0	1	0.025365018	0.974634982
0	1	0.081718675	0.918281325
0	1	0.807950428	0.192049572
0	1	0.0352611	0.9647389
0	1	0.005238263	0.994761737
0	1	0.0025146	0.9974854
0	1	0.403249066	0.596750934
0	1	0.176952332	0.823047668
0	1	0.036729478	0.963270522
0	1	0.000797559	0.999202441
0	1	0.027479405	0.972520595
0	1	0.909583448	0.090416552
0	1	0.002788826	0.997211174
0	1	0.652613295	0.347386705
0	1	0.039932823	0.960067177
0	1	0.164580377	0.835419623
0	1	0.003829207	0.996170793
0	1	0.00174834	0.99825166
0	1	0.367862352	0.632137648
0	1	0.977326454	0.022673546
1	1	0.004974986	0.995025014
1	1	0.00124817	0.99875183
1	1	0.001666011	0.998333989
1	1	0.996623888	0.003376112
1	1	0.000607914	0.999392086
1	1	0.043562232	0.956437768
1	1	0.001258154	0.998741846
1	1	0.001572713	0.998427287
1	1	0.919388862	0.080611138
1	1	0.985559235	0.014440765
1	1	0.012517753	0.987482247
1	1	0.040523189	0.959476811
1	1	0.214736259	0.785263741
1	1	0.544308856	0.455691144
1	1	0.001471274	0.998528726
1	1	0.820387545	0.179612455
1	1	0.002797199	0.997202801
1	1	0.193406948	0.806593052
1	1	0.045030126	0.954969874
1	1	0.92911851	0.07088149
1	1	0.00081479	0.99918521
1	1	0.097214013	0.902785987
1	1	0.007967553	0.992032447
1	1	0.532026379	0.467973621
1	1	0.608831604	0.391168396
1	1	0.006228174	0.993771826
1	1	0.998346753	0.001653247
1	1	0.010916423	0.989083577
1	1	0.034852006	0.965147994
1	1	0.134561382	0.865438618
1	1	0.001093877	0.998906123
1	1	0.134092575	0.865907425
1	1	0.054897013	0.945102987
1	1	0.004582285	0.995417715
1	1	0.003962682	0.996037318
1	1	0.117359439	0.882640561
1	1	0.055474795	0.944525205
1	1	0.001625591	0.998374409
1	1	0.000912035	0.999087965
1	1	0.020741687	0.979258313
1	1	0.331720561	0.668279439
1	1	0.837562093	0.162437907
1	1	0.004594084	0.995405916
2	1	0.028847257	0.971152743
2	1	0.022663204	0.977336796
2	1	0.420852269	0.579147731
2	1	0.002904271	0.997095729
2	1	0.005996667	0.994003333
2	1	0.008743827	0.991256173
2	1	0.965736312	0.034263688
2	1	0.002056805	0.997943195
2	1	0.010133561	0.989866439
2	1	0.063294157	0.936705843
2	1	0.001574135	0.998425865
2	1	0.357840521	0.642159479
2	1	0.001512699	0.998487301
2	1	0.003423404	0.996576596
2	1	0.055702951	0.944297049
2	1	0.118919793	0.881080207
2	1	0.014522845	0.985477155
2	1	0.096952704	0.903047296
2	1	0.00119254	0.99880746
2	1	0.140071057	0.859928943
2	1	0.994023276	0.005976724
2	1	0.007598559	0.992401441
2	1	0.000698575	0.999301425
2	1	0.038779622	0.961220378
2	1	0.335072988	0.664927012
2	1	0.037449863	0.962550137
2	1	0.02303492	0.97696508
2	1	0.010513465	0.989486535
2	1	0.000798109	0.999201891
2	1	0.009345514	0.990654486
2	1	0.302546752	0.697453248
2	1	0.001407217	0.998592783
2	1	0.001784675	0.998215325
2	1	0.005343325	0.994656675
2	1	0.011622913	0.988377087
2	1	0.012700367	0.987299633
2	1	0.003787162	0.996212838
2	1	0.468489856	0.531510144
2	1	0.262734043	0.737265957
2	1	0.03436532	0.96563468
2	1	0.526358245	0.473641755
2	1	0.438033925	0.561966075
2	1	0.035414037	0.964585963
3	1	0.013834173	0.986165827
3	1	0.005113863	0.994886137
3	1	0.000370163	0.999629837
3	1	0.015807372	0.984192628
3	1	0.060972895	0.939027105
3	1	0.036974103	0.963025897
3	1	0.003071878	0.996928122
3	1	0.899164834	0.100835166
3	1	0.923589067	0.076410933
3	1	0.011951556	0.988048444
3	1	0.046642281	0.953357719
3	1	0.012117401	0.987882599
3	1	0.019162209	0.980837791
3	1	0.000652063	0.999347937
3	1	0.003794338	0.996205662
3	1	0.006967873	0.993032127
3	1	0.001398792	0.998601208
3	1	0.004639283	0.995360717
3	1	0.003752815	0.996247185
3	1	0.066256538	0.933743462
3	1	0.004435193	0.995564807
3	1	0.00631491	0.99368509
3	1	0.98272198	0.01727802
3	1	0.002244369	0.997755631
3	1	0.637881281	0.362118719
3	1	0.002250982	0.997749018
3	1	0.00797071	0.99202929
3	1	0.015570632	0.984429368
3	1	0.162168814	0.837831186
3	1	0.001396714	0.998603286
3	1	0.970313945	0.029686055
3	1	0.016736765	0.983263235
3	1	0.962206718	0.037793282
3	1	0.002636817	0.997363183
3	1	0.586018218	0.413981782
3	1	0.558304722	0.441695278
3	1	0.031693173	0.968306827
3	1	0.280208483	0.719791517
3	1	0.004501657	0.995498343
3	1	0.943916368	0.056083632
3	1	0.26898553	0.73101447
3	1	0.003026622	0.996973378
3	1	0.000908364	0.999091636
4	1	0.001477498	0.998522502
4	1	0.000790446	0.999209554
4	1	0.003863617	0.996136383
4	1	0.783760495	0.216239505
4	1	0.958487614	0.041512386
4	1	0.039563865	0.960436135
4	1	0.602251684	0.397748316
4	1	0.001875749	0.998124251
4	1	0.901859854	0.098140146
4	1	0.330796507	0.669203493
4	1	0.002719178	0.997280822
4	1	0.008203325	0.991796675
4	1	0.955507151	0.044492849
4	1	0.032601845	0.967398155
4	1	0.000937827	0.999062173
4	1	0.022171545	0.977828455
4	1	0.002590269	0.997409731
4	1	0.007897695	0.992102305
4	1	0.000681226	0.999318774
4	1	0.63694397	0.36305603
4	1	0.032105893	0.967894107
4	1	0.080013371	0.919986629
4	1	0.067774366	0.932225634
4	1	0.253794829	0.746205171
4	1	0.08294668	0.91705332
4	1	0.182611531	0.817388469
4	1	0.108050704	0.891949296
4	1	0.022709962	0.977290038
4	1	0.772732596	0.227267404
4	1	0.297461482	0.702538518
4	1	0.995453814	0.004546186
4	1	0.035339043	0.964660957
4	1	0.169344014	0.830655986
4	1	0.993997497	0.006002503
4	1	0.019360421	0.980639579
4	1	0.949887065	0.050112935
4	1	0.00208359	0.99791641
4	1	0.00156342	0.99843658
4	1	0.001328597	0.998671403
4	1	0.002674088	0.997325912
4	1	0.157744946	0.842255054
4	1	0.962338012	0.037661988
4	1	0.571066467	0.428933533
